Id,SalePrice
1461,129859.83
1462,162463.1
1463,175849.2
1464,192638.84
1465,177929.52
1466,165825.78
1467,179937.47
1468,167843.22
1469,190168.61
1470,128056.18
1471,182989.78
1472,91806.01
1473,98866.42
1474,143224.9
1475,117350.02
1476,388079.38
1477,269687.5
1478,284936.97
1479,284709.1
1480,494920.8
1481,338345.53
1482,207833.1
1483,181658.92
1484,161823.53
1485,183197.92
1486,193385.25
1487,359477.56
1488,240579.34
1489,204652.31
1490,227696.67
1491,188713.53
1492,100661.71
1493,174347.0
1494,292417.97
1495,278236.62
1496,228331.2
1497,181603.84
1498,170025.56
1499,158645.02
1500,154179.28
1501,175796.22
1502,138977.3
1503,285356.56
1504,241670.25
1505,225956.4
1506,199473.16
1507,237361.45
1508,199716.98
1509,164160.25
1510,148052.2
1511,154268.7
1512,172315.62
1513,134119.33
1514,154747.3
1515,185671.25
1516,152475.64
1517,158430.17
1518,129452.66
1519,221569.95
1520,139263.73
1521,146841.64
1522,171974.31
1523,121558.96
1524,134461.9
1525,129122.09
1526,107567.375
1527,103774.19
1528,131016.33
1529,158104.0
1530,173569.92
1531,105671.29
1532,93492.7
1533,152059.45
1534,127326.13
1535,166255.22
1536,107529.016
1537,64891.195
1538,160640.95
1539,198853.77
1540,102314.01
1541,151354.44
1542,139264.67
1543,210900.53
1544,92759.74
1545,111445.734
1546,134558.77
1547,126868.69
1548,133036.02
1549,125611.21
1550,132028.67
1551,109614.08
1552,151371.47
1553,156668.05
1554,117769.1
1555,162637.8
1556,86056.766
1557,104255.69
1558,102791.38
1559,80337.445
1560,120950.48
1561,116884.16
1562,131457.89
1563,120073.34
1564,161130.86
1565,139252.45
1566,230315.89
1567,81358.81
1568,247466.42
1569,143824.69
1570,131134.7
1571,118795.945
1572,145416.97
1573,266983.9
1574,110332.805
1575,225167.38
1576,232872.83
1577,192200.27
1578,137326.45
1579,148915.14
1580,186960.17
1581,153907.06
1582,132980.83
1583,318070.9
1584,223526.14
1585,142745.86
1586,72092.15
1587,105389.3
1588,165341.14
1589,96654.23
1590,130736.625
1591,98836.63
1592,117834.6
1593,123336.36
1594,124364.65
1595,121274.46
1596,245379.58
1597,188429.75
1598,215775.52
1599,172735.03
1600,172535.81
1601,56544.13
1602,108808.67
1603,77270.96
1604,257962.95
1605,237033.0
1606,165936.98
1607,162865.03
1608,218692.64
1609,185442.27
1610,161182.19
1611,138198.95
1612,171989.9
1613,160583.05
1614,123743.89
1615,90359.94
1616,74827.266
1617,91724.36
1618,135606.23
1619,149497.27
1620,139837.47
1621,141828.7
1622,151400.78
1623,264989.84
1624,204132.84
1625,119050.1
1626,161030.1
1627,194106.4
1628,285651.72
1629,188960.25
1630,342715.72
1631,233379.73
1632,235709.33
1633,176921.39
1634,196685.56
1635,179190.5
1636,158435.61
1637,198576.33
1638,201112.23
1639,169270.33
1640,275891.34
1641,181077.23
1642,254785.75
1643,233221.53
1644,244458.36
1645,204988.88
1646,157593.53
1647,158272.5
1648,132121.75
1649,152715.9
1650,114446.46
1651,129199.57
1652,96451.28
1653,101247.945
1654,146558.61
1655,144111.1
1656,144358.83
1657,153205.6
1658,141193.73
1659,120551.45
1660,154259.58
1661,491217.3
1662,444938.16
1663,418236.72
1664,490070.0
1665,315440.1
1666,365052.5
1667,429346.0
1668,352874.44
1669,274974.88
1670,359209.22
1671,262890.8
1672,438639.9
1673,313875.2
1674,235443.33
1675,196524.12
1676,187339.44
1677,229419.28
1678,462278.78
1679,406670.72
1680,345827.53
1681,244349.05
1682,318891.28
1683,177592.67
1684,175607.88
1685,171091.77
1686,169315.05
1687,165360.38
1688,199611.5
1689,197786.69
1690,205889.72
1691,186496.45
1692,268319.62
1693,173375.2
1694,199507.4
1695,168270.98
1696,287640.2
1697,181095.72
1698,383992.2
1699,344368.6
1700,263200.88
1701,258506.97
1702,262563.1
1703,257275.05
1704,295513.8
1705,241863.7
1706,448614.78
1707,229051.58
1708,206298.34
1709,276774.97
1710,219620.2
1711,262505.75
1712,282885.2
1713,267324.78
1714,220985.19
1715,214836.33
1716,190889.23
1717,177816.89
1718,129860.45
1719,214217.45
1720,243918.78
1721,169094.14
1722,126360.46
1723,160382.25
1724,205842.02
1725,237367.78
1726,185762.64
1727,153007.31
1728,185772.75
1729,175553.78
1730,144234.84
1731,114083.695
1732,136017.6
1733,110128.555
1734,115540.82
1735,126473.18
1736,112968.34
1737,300247.9
1738,234871.9
1739,246943.28
1740,220253.0
1741,187111.78
1742,176983.5
1743,170362.02
1744,299593.78
1745,223792.55
1746,174139.12
1747,225863.55
1748,236382.19
1749,154913.56
1750,127548.664
1751,243375.77
1752,117489.22
1753,149754.97
1754,186469.78
1755,179088.34
1756,130747.72
1757,123814.95
1758,160276.75
1759,162007.9
1760,165644.95
1761,131325.19
1762,181431.42
1763,179228.44
1764,113588.22
1765,158501.66
1766,171858.23
1767,195167.97
1768,148863.6
1769,165638.0
1770,144156.05
1771,115920.375
1772,122022.16
1773,127019.66
1774,128807.98
1775,141057.39
1776,131327.69
1777,114924.75
1778,134472.94
1779,110669.19
1780,176562.2
1781,128165.41
1782,85861.17
1783,146816.98
1784,102037.86
1785,130516.375
1786,129169.016
1787,162426.69
1788,59065.402
1789,103713.93
1790,73414.13
1791,170075.02
1792,162670.84
1793,122832.67
1794,148068.58
1795,137614.1
