Id,SalePrice
1461,64497.445
1462,303.74265
1463,58179.41
1464,90807.51
1465,340023.06
1466,133178.06
1467,7545.014
1468,61704.156
1469,75384.516
1470,650473.06
1471,45193.26
1472,178683.5
1473,339421.75
1474,22124.613
1475,11323.395
1476,450531.25
1477,133638.88
1478,70146.65
1479,148934.88
1480,269034.5
1481,2920730.8
1482,1440711.8
1483,79302.5
1484,536825.8
1485,101998.26
1486,398933.56
1487,2255270.2
1488,154466.7
1489,69272.12
1490,435957.5
1491,636772.75
1492,48350.137
1493,550.16455
1494,77867.055
1495,655455.4
1496,3859087.2
1497,417687.03
1498,38696.824
1499,48217.57
1500,235501.7
1501,261180.78
1502,430740.8
1503,111.49127
1504,2175470.0
1505,704495.1
1506,193630.14
1507,265324.4
1508,25085.588
1509,1176538.8
1510,18349.314
1511,3161.219
1512,224584.05
1513,40822.637
1514,81.53691
1515,20824.666
1516,53314.04
1517,45241.945
1518,847926.25
1519,26822.637
1520,464548.16
1521,16844.396
1522,110004.06
1523,166816.02
1524,511919.5
1525,3927987.0
1526,803851.56
1527,282002.5
1528,263952.47
1529,92528.08
1530,642625.06
1531,21655.898
1532,423325.78
1533,2269354.5
1534,3335.52
1535,30703.045
1536,1602088.2
1537,176683.31
1538,11589.291
1539,235.84242
1540,94946.07
1541,1412285.5
1542,7650.263
1543,48734.836
1544,760860.2
1545,1066022.6
1546,290656.9
1547,673527.6
1548,1234062.0
1549,117753.05
1550,208236.44
1551,167595.12
1552,218128.38
1553,14073.001
1554,177686.53
1555,444533.1
1556,249171.25
1557,438736.56
1558,824141.9
1559,425028.44
1560,223671.78
1561,2625.1438
1562,270767.3
1563,118749.39
1564,1041594.4
1565,507289.94
1566,1255584.5
1567,401243.1
1568,9467753.0
1569,469242.1
1570,271099.84
1571,2247071.2
1572,24812.113
1573,3442.7827
1574,1943.3737
1575,136977.1
1576,81724.46
1577,195277.06
1578,13881.085
1579,2918.201
1580,149656.03
1581,97188.84
1582,138903.1
1583,695649.6
1584,512013.25
1585,235305.05
1586,44.822834
1587,48.69366
1588,222555.34
1589,159224.92
1590,1207221.4
1591,59511.97
1592,92250.27
1593,1075713.2
1594,59.94118
1595,39349.19
1596,3509.9858
1597,43746.785
1598,114013.22
1599,17151.465
1600,7170.108
1601,3727.566
1602,316548.78
