Id,SalePrice
1461,1989370.9045425367
1462,262728.50402709236
1463,2624709.2488314207
1464,3399418.429402225
1465,5698255.527504942
1466,3542379.8154522674
1467,1105033.2814109742
1468,2521394.7340106294
1469,3091104.120864468
1470,5278336.903392499
1471,2417262.219786133
1472,2458928.4882834842
1473,3319621.1151628485
1474,1465932.514222722
1475,886418.445965297
1476,11469539.101518366
1477,5104354.5439987965
1478,4228825.461823298
1479,5800748.397214149
1480,11656877.965954788
1481,23104785.726977386
1482,11695224.008205965
1483,3009198.327525525
1484,6027971.297163911
1485,3447337.070302265
1486,6310592.382878438
1487,21120344.485351317
1488,5023201.120344433
1489,3049265.356465223
1490,7640422.854051403
1491,7564296.270972016
1492,1450828.5258619387
1493,364002.0153422266
1494,4494985.013382948
1495,10820196.02994075
1496,18671602.823142268
1497,6020506.1442868905
1498,2057514.2044305636
1499,2190113.177276723
1500,4177756.81960279
1501,4855600.391100354
1502,5022561.967836757
1503,276668.5968991851
1504,15403950.830506688
1505,9066141.538886316
1506,4736622.975117141
1507,6413144.972259108
1508,2023900.7490333468
1509,8598881.62677297
1510,1354422.0590874453
1511,667596.8773113607
1512,4528698.2898172075
1513,1836057.957639361
1514,145507.44590949474
1515,1796043.0616994714
1516,2205970.5277052596
1517,2214341.051591604
1518,6245227.847398372
1519,2188967.2045894344
1520,4916367.482437196
1521,1252366.0340286682
1522,3379816.5169878397
1523,2848979.3006761526
1524,5003285.458364846
1525,11302743.480929093
1526,5247921.750141277
1527,3278636.155121193
1528,3963753.2975360323
1529,2790875.935867664
1530,7215508.606336991
1531,1123600.4759018172
1532,3574133.2432851163
1533,10687172.363416173
1534,586937.6487227808
1535,1820559.978299833
1536,6893305.912785642
1537,1770345.772146022
1538,1176320.984271835
1539,284595.21315086907
1540,1934576.0974258236
1541,8468860.78393172
1542,912707.4455147521
1543,2656302.7670848877
1544,4338718.962500957
1545,6047182.954407225
1546,4011235.3566195527
1547,5537028.889251888
1548,7474648.2179256445
1549,2558772.6453717807
1550,3452710.841337938
1551,2716561.524310367
1552,3795406.9561397135
1553,1266257.350037942
1554,2965547.1521473587
1555,5760094.349459024
1556,2561474.59702928
1557,3905825.2971489667
1558,4907482.222164073
1559,3017981.8673761757
1560,3405308.33027018
1561,511477.81954079773
1562,3780380.4811111935
1563,2496722.368680666
1564,8046639.6412932845
1565,5355479.587426595
1566,12040400.992081003
1567,2947263.405597272
1568,28491476.762608163
1569,5025140.663109729
1570,3982509.9315742385
1571,8959417.417774562
1572,1543145.5167925933
1573,1072327.617152505
1574,437930.35497916536
1575,4608104.523406824
1576,3847127.809007749
1577,4444828.079333879
1578,1169235.4920796275
1579,640356.6556652993
1580,4108105.797788241
1581,2901742.9751146864
1582,2822643.6358003155
1583,11690310.451804938
1584,7793962.874686935
1585,3780163.3924941355
1586,58230.945860860695
1587,84162.60687423979
1588,4173516.5072818166
1589,2381494.909730476
1590,7340436.103521349
1591,1587382.0307926172
1592,2217606.3438642616
1593,6438605.96242027
1594,105520.58082262217
1595,1521671.2461927992
1596,1001212.4818728456
1597,2433733.747041856
1598,4152361.724474675
1599,1475226.601584813
1600,1006672.2474180863
1601,332274.60683473316
1602,3539372.945011941
1603,319856.8155066371
1604,2856239.752081932
1605,7587608.399320555
1606,7125758.121338582
1607,530197.7632906409
1608,10464767.347097231
1609,2003322.981591342
1610,1300786.6366314946
1611,7921064.800587961
1612,1928079.0340040224
1613,1611803.251287809
1614,5653374.240786615
1615,981617.0026085769
1616,1180328.472235772
1617,3367560.783384204
1618,1131339.0312921463
1619,2288079.2938631945
1620,35127.41483740472
1621,2456456.604026922
1622,3878459.5142939743
1623,2701799.904681805
1624,5545072.140007597
1625,3775422.6631088397
1626,4022743.666585032
1627,4501627.93765736
1628,16124098.471294068
1629,1916176.0097043873
1630,30864591.011187058
1631,6533131.646648696
1632,11497195.936316792
1633,1915655.2686275213
1634,3483520.2808550186
1635,3896614.0346194496
1636,2227195.824380057
1637,1329502.8656625198
1638,607574.1021253208
1639,2210478.7127494738
1640,13793822.737804253
1641,7836773.924617291
1642,8087854.342697615
1643,2276019.8685367866
1644,10022946.633215358
1645,3895823.02800493
1646,9407350.826071255
1647,2584084.4454130162
1648,2066426.2701228983
1649,9008471.148277692
1650,1388466.9205592717
1651,3592440.390230789
1652,4567672.261191577
1653,4364186.084708717
1654,946662.0355007261
1655,764749.0932475905
1656,2315804.767583619
1657,1387602.782668454
1658,1150261.1763239414
1659,914893.8557334589
1660,1019758.1814431549
1661,11724913.744678613
1662,10140929.48283207
