Id,SalePrice
1461,123225.47601258798
1462,161421.23653876333
1463,180435.49580640727
1464,196476.506868575
1465,187749.4608790324
1466,170390.29701017565
1467,178972.63876837245
1468,167030.35256011548
1469,192572.4475375512
1470,123924.42323784757
1471,185617.29437189197
1472,95267.63583185135
1473,98792.84788658138
1474,146297.79506987063
1475,112383.31279365986
1476,374970.61283234163
1477,262713.97798386525
1478,289866.5160858726
1479,289766.2425195907
1480,494685.15721422964
1481,338890.6305545573
1482,214605.87777847008
1483,181849.88331826817
1484,159766.96841742445
1485,188499.10011725445
1486,195719.07940962724
1487,346573.1329561239
1488,239744.9274880621
1489,197657.4035949731
1490,235064.80975283778
1491,192195.0978132807
1492,97751.69148854287
1493,176793.8746278109
1494,295848.747272175
1495,290046.9104205726
1496,228804.1031355543
1497,180858.0216753605
1498,165592.3701794959
1499,159791.08611662083
1500,155928.4361735292
1501,177075.50383652767
1502,143546.66208335196
1503,283342.551358852
1504,242384.96208187737
1505,226669.86116624685
1506,199673.95381249467
1507,244639.1535467122
1508,201675.4450862749
1509,164695.91472765373
1510,146210.09289112076
1511,151790.5477702442
1512,175759.53062746723
1513,140790.8011534193
1514,154225.53374575326
1515,192020.6358186003
1516,153272.0092724201
1517,167136.12345896216
1518,132593.86297892718
1519,214108.53553305147
1520,134753.91555163567
1521,139018.46390325032
1522,177287.64070009082
1523,117479.31148362914
1524,131072.91254500844
1525,124796.89792703596
1526,110712.59341235428
1527,106794.39657493524
1528,138351.54375549717
1529,153919.78779462053
1530,180866.79026673952
1531,107755.65392591241
1532,96590.81261466279
1533,153601.54527392957
1534,126777.64289265427
1535,160713.81943550502
1536,108488.96521832312
1537,64802.441568524206
1538,155559.78316740366
1539,201474.40220964825
1540,98242.32306963821
1541,147621.7986555945
1542,141565.16662754287
1543,199972.62774456906
1544,90741.88310226762
1545,113805.9568379081
1546,133724.40335569598
1547,128920.40974161854
1548,136114.5403803457
1549,123047.17542769868
1550,132169.81524599117
1551,110752.25079519484
1552,144531.11474832916
1553,154101.8315835923
1554,119392.62600708874
1555,166325.62515186274
1556,84694.30287619322
1557,105447.51294780055
1558,100953.38944865135
1559,78823.15121497319
1560,125447.08301954866
1561,121318.58886570577
1562,129112.75467855432
1563,119002.17708173167
1564,161745.42378136385
1565,142771.6374958728
1566,237979.610577195
1567,78868.7143525183
1568,241539.04212276326
1569,137615.67289458797
1570,137284.66808452053
1571,125142.40601909967
1572,146849.44798238625
1573,255643.59151527705
1574,117217.87693773536
1575,229756.3828106085
1576,239958.72693476867
1577,184340.9368727168
1578,141121.0056288045
1579,150343.44626392986
1580,191728.388939532
1581,157309.85328423596
1582,127328.24463593135
1583,308686.5509661281
1584,222101.6677137596
1585,138491.12918983508
1586,69949.30783779822
1587,104029.28533113217
